symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax
IPG,10022,Communication Services,50200.0,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in two segments, Integrated Agency Networks (IAN) and IPG DXTRA. The company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data management services. It also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",New York,212-704-1200,NY,United States,[],http://www.interpublic.com,1,909 Third Avenue,Advertising Agencies,28.5,28.66,21.769926,0.035789475,1.1461,,29.435,,4342885,,28.5,25.780588,1.02,28.66,4342885,,,,1.08,1614297600.0,1.018418,,,28.49,2,USD,32.78652,4042262,,,,11399984128,,,3811244,1.4136008,28.49,29.22,,800,4042262,29.435,13.635513,,3.69,11.63,29.21,False,0.0379,800,29.435,NYQ,"Interpublic Group of Companies,","The Interpublic Group of Companies, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_108616,48ce3d69-a598-3851-9c67-25caa4693bb1,us_market,,1.794,,0.04354,11.163,,,2.14,,390678016.0,,,7.406,12913916.0,0.033099998,,1609372800.0,1.00642,351100000.0,0.89,,,3.9400487,0.0069700005,1672444800.0,1609372800.0,3.05,1611878400.0,387646268.0,14468120576.0,,932083200.0,2:1,,,-0.659,1614297600.0,2.52,,0.0511,12945240.0,,,28.66,https://logo.clearbit.com/interpublic.com,,
INTU,94043,Technology,10600.0,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in three segments: Small Business & Self-Employed, Consumer, and Strategic Partner. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; and QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, and ACH payment services; and financial supplies and financing for small businesses. Its Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The company's Strategic Partner segment offers Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. Intuit Inc. has a collaboration agreement with Red Hat, Inc. on Argo CD, a declarative continuous delivery tool for Kubernetes deployments. The company was founded in 1983 and is headquartered in Mountain View, California.",Mountain View,650-944-6000,CA,United States,[],http://www.intuit.com,1,2700 Coast Avenue,Software—Application,384.58,394.57,357.52948,0.005824536,0.3394,,394.57,,1577400,,384.58,390.53177,2.24,394.57,1577400,,,,2.36,1617926400.0,1.016793,,,382.25,2,USD,58.419044,1388787,,,,104831434752,,,1379761,13.58448,382.25,401.62,,800,1388787,423.74,39.14315,,0.84,187.68,379.25,False,0.0061000003,1100,394.57,NMS,Intuit Inc.,Intuit Inc.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_21171,5c70294e-cd25-37e7-bcfc-efc872b77fe6,us_market,,13.658,,0.22638,45.41,,,9.78,,273840000.0,,,32.37,2857511.0,0.0104,,1596153600.0,0.88308,1747000064.0,6.553,,,11.826383,0.02932,1659225600.0,1612051200.0,2.05,1611878400.0,266035442.0,105396338688.0,,1152230400.0,2:1,,,-0.917,1614297600.0,3.57,,0.0107,1903967.0,,,394.57,https://logo.clearbit.com/intuit.com,,
ISRG,94086-5304,Healthcare,8081.0,"Intuitive Surgical, Inc., together with its subsidiaries, designs, develops, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D HD vision systems, skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures; and provides SimNow, a cloud-enabled simulation platform, which allows surgeons to learn and practice their surgical skills; Iris, an augmented reality imaging product for use in kidney procedures; and Intuitive Cloud that enables proactive monitoring and software updates. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument; E-100 generator, an electrosurgical generator; SureForm 45 Curved-Tip stapler; and SynchroSeal for sealing and transection with a single pedal press. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate the use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",Sunnyvale,408 523 2100,CA,United States,[],http://www.intuitive.com,1,1020 Kifer Road,Medical Instruments & Supplies,702.8,720.98,743.33234,,0.0,,727.61,,623014,,702.8,756.09204,,720.98,623014,,,,,,1.007042,,,712.83,2,USD,81.611115,732710,,,,84734590976,,,598542,19.441673,712.83,726.0,,800,732710,826.81,47.107986,,,360.5,691.01,False,,900,727.61,NMS,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_30239,fae970d5-82c8-3b4b-a1eb-c4a07c93573d,us_market,,17.82,,0.24334998,58.884,,,15.28,,117718000.0,,,82.681,1278854.0,0.0109,,1609372800.0,0.90176004,1060600000.0,8.82,,,8.70587,0.00962,1672444800.0,1609372800.0,2.17,1611878400.0,116612923.0,77668417536.0,,1507248000.0,3:1,,,0.021,1614297600.0,6.97,,0.011,1295694.0,,,720.98,https://logo.clearbit.com/intuitive.com,,408 523 1390
IVZ,30309,Financial Services,8512.0,"Invesco Ltd. is a publicly owned investment manager. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. It manages separate client-focused equity and fixed income portfolios. The firm also launches equity, fixed income, commodity, multi-asset, and balanced mutual funds for its clients. It launches equity, fixed income, multi-asset, and balanced exchange-traded funds. The firm also launches and manages private funds. It invests in the public equity and fixed income markets across the globe. The firm also invests in alternative markets, such as commodities and currencies. For the equity portion of its portfolio, it invests in growth and value stocks of large-cap, mid-cap, and small-cap companies. For the fixed income portion of its portfolio, the firm invests in convertibles, government bonds, municipal bonds, treasury securities, and cash. It also invests in short term and intermediate term bonds, investment grade and high yield bonds, taxable and tax-free bonds, senior secured loans, and structured securities such as asset-backed securities, mortgage-backed securities, and commercial mortgage-backed securities. The firm employs absolute return, global macro, and long/short strategies. It employs quantitative analysis to make its investments. The firm was formerly known as Invesco Plc, AMVESCAP plc, Amvesco plc, Invesco PLC, Invesco MIM, and H. Lotery & Co. Ltd. Invesco Ltd. was founded in December 1935 and is based in Atlanta, Georgia with an additional office in Hamilton, Bermuda.",Atlanta,404-479-1095,GA,United States,[],http://www.invesco.com,1,Two Peachtree Pointe,Asset Management,24.48,24.77,16.49875,0.025326798,0.6858,,25.41,,6876585,,24.48,22.373823,0.62,24.77,6876585,,,,0.62,1613088000.0,1.322318,,,24.69,2,USD,22.292036,3699577,,,,11564023808,,,5148769,1.8816754,24.69,25.22,,1100,3699577,25.41,9.434457,,5.51,6.38,25.25,False,0.0253,900,25.41,NYQ,Invesco Ltd,Invesco Ltd.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_384779,1481a787-6114-3700-8c31-771abf6fd77e,us_market,,2.745,,0.12393,11.102,,,2.67,,459072000.0,,,22.547,15525474.0,0.033800002,,1609372800.0,0.93685997,524800000.0,1.13,,,1.1172218,0.01577,1672444800.0,1609372800.0,3.87,1611878400.0,337390568.0,16870988800.0,,973641600.0,25:10,,,0.131,1614297600.0,2.94,,0.0414,21419341.0,,,24.77,https://logo.clearbit.com/invesco.com,"1555 Peachtree Street, NE, Suite 1800",
IPGP,01540,Technology,6060.0,"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide. The company's laser products include high power lasers; fiber pigtailed packaged diodes and fiber coupled direct diode laser systems; high-energy pulsed lasers, multi-wavelength and tunable lasers, and single-polarization and single-frequency lasers; and high power optical fiber delivery cables, fiber couplers, beam switches, chillers, scanners, and other accessories. It also provides erbium-doped fiber and Raman amplifiers, and integrated communications systems, which are deployed in broadband networks; and ytterbium and thulium specialty fiber amplifiers and broadband light sources. In addition, the company offers integrated laser systems; 2D compact flat sheet cutter systems and multi-axis systems; welding seam stepper and picker, a fiber laser welding tool; and specialized fiber laser systems for material processing applications; and optical transceiver and transponder modules for interconnecting electronic equipment, including Ethernet switches, IP routers and SONET/SDH optical transport modules within telecommunications, cable multi-system operator, and data center networking applications. Its lasers and amplifiers are also used in materials processing, communications, and medical and advanced applications. The company markets its products to original equipment manufacturers, system integrators, and end users through direct sales force, as well as through agreements with independent sales representatives and distributors. IPG Photonics Corporation was founded in 1990 and is headquartered in Oxford, Massachusetts.",Oxford,508 373 1100,MA,United States,[],http://www.ipgphotonics.com,1,50 Old Webster Road,Semiconductor Equipment & Materials,209.54,208.03,203.77199,,0.0,,211.71,,321300,,209.54,231.96854,,208.03,321300,,,,,1355875200.0,1.466413,,,206.15,2,USD,69.41414,295210,,,,11036487680,,,264901,9.191527,206.15,234.37,,800,295210,262.55,31.47481,,,98.04,164.44,False,,900,211.71,NMS,IPG Photonics Corporation,IPG Photonics Corporation,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_427949,3ec3e5b3-97ad-3203-bdae-d1896ba5c5be,us_market,,8.237,,0.1329,30.333,,,6.55,,53533600.0,,,48.53,920268.0,0.0172,,1609372800.0,0.66113,159572000.0,2.97,,,4.248094,0.32907,1672444800.0,1609372800.0,3.39,1611878400.0,37576299.0,9890450432.0,,,,,,,1614297600.0,1.07,,0.032,876592.0,,,208.03,https://logo.clearbit.com/ipgphotonics.com,,508 373 1424
IQV,06810,Healthcare,70000.0,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and clinical research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions that enable life sciences and provider customers to generate and disseminate evidence, which informs health care decision making and improves patients' outcomes; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support; virtual trials; and strategic planning and design services, as well as central laboratory, genomic, bioanalytical, ADME, discovery, and vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. It serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. IQVIA Holdings Inc. was founded in 1982 and is headquartered in Durham, North Carolina.",Danbury,203 448 4600,CT,United States,[],http://www.iqvia.com,1,83 Wooster Heights Road,Diagnostics & Research,189.39,190.24,172.73117,,0.0,,191.79,,846585,,189.39,187.30647,,190.24,846585,,,,,,1.392199,,,189.54,2,USD,132.68532,653536,,,,36385873920,,,963661,3.203264,189.54,190.05,,900,653536,199.99,20.579176,,,81.79,189.99,False,,1300,191.79,NYQ,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_137473239,a91f775a-c6d1-3b3d-953f-a72e3bb2c3c2,us_market,,4.212,,0.02456,26.143,,,9.22,,191767008.0,,,31.386,2643655.0,0.0138,,1609372800.0,0.92114997,279000000.0,1.43,,,6.0453706,0.00737,1672444800.0,1609372800.0,2.52,1611878400.0,189902148.0,47841763328.0,,,,,,6.438,1614297600.0,1.5,,0.0156,2301705.0,,,190.24,https://logo.clearbit.com/iqvia.com,,
IRM,02110,Real Estate,24000.0,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services. Trusted by more than 225,000 organizations around the world, and with a real estate network of more than 90 million square feet across approximately 1,450 facilities in approximately 50 countries, Iron Mountain stores and protects billions of valued assets, including critical business information, highly sensitive data, and cultural and historical artifacts. Providing solutions that include secure records storage, information management, digital transformation, secure destruction, as well as data centers, cloud services and art storage and logistics, Iron Mountain helps customers lower cost and risk, comply with regulations, recover from disaster, and enable a more digital way of working.",Boston,617-535-4766,MA,United States,[],http://www.ironmountain.com,1,One Federal Street,REIT—Specialty,36.68,36.77,29.489485,0.0674482,2.079,,37.29,,3169428,,36.68,33.420296,2.474,36.77,3169428,,,,2.47,1615507200.0,0.840736,,,36.59,2,USD,31.034483,2095275,,,,10642735104,,,3809237,2.5662026,36.59,36.81,,800,2095275,41.32,25.804197,,6.94,21.0,37.0,False,0.0674,800,37.29,NYQ,Iron Mountain Incorporated (Del,Iron Mountain Incorporated,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_30292,7244d4f1-53c4-320f-80d8-0154b2d6c5a7,us_market,,5.173,,0.08262999,15.268,,,1.43,,288420992.0,,,3.943,36411969.0,0.1262,,1609372800.0,0.86349,342692992.0,1.189,,,9.358356,0.0098,1672444800.0,1609372800.0,7.77,1611878400.0,285242813.0,21453244416.0,,1411689600.0,1082:1000,,,5.563,1614297600.0,14.13,,0.1743,33976370.0,,,36.77,https://logo.clearbit.com/ironmountain.com,,
JBHT,72745-0130,Industrials,30309.0,"J.B. Hunt Transport Services, Inc. provides surface transportation and delivery services in North America. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS), and Truckload (JBT). The JBI segment offers intermodal freight solutions. It operates 98,689 pieces of company-owned trailing equipment; owns and maintains its own chassis fleet of 83,259 units; and manages a fleet of 5,166 company-owned tractors, 497 independent contractor trucks, and 6,745 company drivers. The DCS segment designs, develops, and executes supply-chain solutions that support various transportation networks. It operates 9,408 company-owned trucks, 498 customer-owned trucks, and 5 independent contractor trucks; and 19,573 owned pieces of trailing equipment and 7,717 customer-owned trailers. The ICS segment offers traditional freight brokerage and transportation logistics solutions; and flatbed, refrigerated, expedited, and less-than-truckload solutions, as well as various dry-van and intermodal solutions. It provides an online multimodal marketplace; and single-source logistics management for customers that desire to outsource their transportation functions. The FMS segment provides delivery services. It operates 1,255 company-owned trucks, 265 customer-owned trucks, and 33 independent contractor trucks; and 963 owned pieces of trailing equipment and 159 customer-owned trailers. The JBT segment offers full-load and dry-van freight services by utilizing tractors operating over roads and highways. It operates 798 company-owned tractors. It also transports or arranges for the transportation of freight, such as general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. The company was incorporated in 1961 and is headquartered in Lowell, Arkansas.",Lowell,479 820 0000,AR,United States,[],http://www.jbhunt.com,1,615 J.B. Hunt Corporate Drive,Integrated Freight & Logistics,160.69,160.47,137.66647,0.0067210156,0.22780001,,160.47,,691771,,160.69,146.24176,1.08,160.47,691771,,,,1.12,1612396800.0,1.033586,,,156.885,2,USD,33.122364,1048043,,,,16595685376,,,652950,1.7221563,156.885,156.99,,800,1048043,164.3,21.775312,,0.92,75.29,156.89,False,0.0069999998,900,160.47,NMS,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_278576,431e65f3-2920-3b7b-8f7c-1474e825d70f,us_market,,1.88,,0.05251,14.458,,,7.21,,105705000.0,,,24.61,1741524.0,0.0165,,1609372800.0,0.75107,506035008.0,4.74,,,6.3795204,0.20604,1672444800.0,1609372800.0,2.9,1611878400.0,84479441.0,18113359872.0,,1116892800.0,2:1,,,0.064,1614297600.0,1.17,,0.026099999,1774346.0,,,160.47,https://logo.clearbit.com/jbhunt.com,,
JKHY,65708,Technology,6717.0,"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions under the Jack Henry Banking brand; core data processing solutions for various credit unions under the Symitar brand; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial institutions and corporate entities under the ProfitStars brand. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. The company's Jack Henry Banking business brand offers SilverLake, a robust primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation. Its Symitar business brand provides Episys, a robust designed for credit unions; and CruiseNet, a cost-efficient system designed primarily for credit unions. In addition, the company offers electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; and provides implementation, training, and support services. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",Monett,417-235-6652,MO,United States,[],http://www.jackhenry.com,1,663 West Highway 60,Information Technology Services,148.89,148.56,157.52426,0.011552153,0.4422,,151.03,,669842,,148.89,150.69382,1.72,148.56,669842,,,,1.84,1614902400.0,0.573672,,,147.89,2,USD,38.434044,344061,,,,11371273216,,,649881,6.6339455,147.89,149.43,,1400,344061,200.98,33.664413,,1.11,123.64,144.54,False,0.0124,800,151.03,NMS,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_277617,97b718c2-79a7-3a4b-96f0-79c179e9ebc0,us_market,,6.561,,0.17408001,25.039,,,4.44,,76077296.0,,,20.313,2153440.0,0.028299998,,1593475200.0,0.92849,298398016.0,3.889,,,7.358342,0.00848,1656547200.0,1609372800.0,2.72,1611878400.0,75419961.0,11246413824.0,,983750400.0,2:1,,,-0.002,1614297600.0,3.96,,0.0378,1636793.0,,,148.56,https://logo.clearbit.com/jackhenry.com,PO Box 807,
J,75201,Industrials,55000.0,"Jacobs Engineering Group Inc. provides consulting, technical, scientific, and project delivery services for the government and private sectors in the United States, Europe, Canada, India, rest of Asia, Australia, New Zealand, South America, Mexico, the Middle East, and Africa. The company operates in two segments, Critical Mission Solutions and People & Places Solutions. The Critical Mission Solutions segment provides cybersecurity, data analytics, systems and software application integration and consulting, enterprise and mission IT, engineering and design, nuclear, enterprise level operations and maintenance, and other technical consulting solutions. The People & Places Solutions segment offers data analytics, artificial intelligence and automation, software development, digitally driven consulting, planning and architecture, program management, and other technical consulting solutions. The company is also involved in the management and execution of wind-tunnel design-build projects; and design-build for water and construction management. Jacobs Engineering Group Inc. was founded in 1947 and is headquartered in Dallas, Texas.",Dallas,214 583 8500,TX,United States,[],http://www.jacobs.com,1,1999 Bryan Street,Engineering & Construction,121.65,122.5,103.38515,,0.23030001,,124.98,,654900,,121.65,111.82823,,122.5,654900,,,,0.84,1614211200.0,0.90845,,,121.53,2,USD,,719905,,,,16228228096,,,661808,1.1942389,121.53,124.7,,800,719905,124.98,,,,59.29,124.12,False,0.0070999996,800,124.98,NYQ,Jacobs Engineering Group Inc.,Jacobs Engineering Group Inc.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_282159,ff44570a-ca82-3191-8870-afbc310cdb85,us_market,,1.267,,0.036199998,15.198,,,,,130086000.0,,,,2025967.0,0.0156,,1601596800.0,0.90196997,431532000.0,,,,,0.008719999,1664668800.0,1609459200.0,2.8,1611878400.0,129002543.0,17223333888.0,,1174003200.0,2:1,,,0.0,1614297600.0,1.62,,0.0178,1381122.0,,,122.5,https://logo.clearbit.com/jacobs.com,Suite 1200,
SJM,44667-0280,Consumer Defensive,7300.0,"The J. M. Smucker Company manufactures and markets food and beverage products worldwide. It operates in four segments: U.S. Retail Pet Foods, U.S. Retail Coffee, U.S. Retail Consumer Foods, and International and Away From Home. The company offers pet food and snacks; mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, shortening and oils, and frozen sandwiches and snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, portion control products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, Kibbles Ân Bits, 9Lives, Nature's Recipe, Milk-Bone, Pup-Peroni, Rachael Ray Nutrish, Natural Balance, Folgers, CafÃ© Bustelo, Dunkin' Donuts, 1850, Jif, Smucker's, Smucker's Uncrustables, Crisco, Robin Hood, and Five Roses brands. The company sells its products through direct sales and brokers to food retailers and wholesalers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers; and through retail channels, and foodservice distributors and operators. The J. M. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",Orrville,330 682 3000,OH,United States,[],http://www.jmsmucker.com,1,One Strawberry Lane,Packaged Foods,118.99,119.0,115.69581,0.030086562,0.42330003,,121.71,,1426728,,118.99,115.7803,3.58,119.0,1426728,,,,3.6,1613001600.0,0.286023,,,117.83,2,USD,14.399382,966703,,,,13267576832,,,1183172,1.6230445,117.83,121.14,,900,966703,131.69,14.061557,,2.76,91.88,121.06,False,0.030299999,900,121.71,NYQ,J.M. Smucker Company (The) New,The J. M. Smucker Company,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_303591,2431dd37-8df9-3754-a024-5efd8fbf2aab,us_market,,2.146,,0.1169,9.127,,,8.61,,109586000.0,,,74.794,9716276.0,0.0887,,1588204800.0,0.8528,955600000.0,8.408,,,1.6187128,0.043080002,1651276800.0,1612051200.0,7.45,1611878400.0,105099185.0,17538893824.0,,1023062400.0,0:1,,,0.395,1614297600.0,-30.62,,0.1047,8956743.0,,,119.0,https://logo.clearbit.com/jmsmucker.com,,
JNJ,08933,Healthcare,134500.0,"Johnson & Johnson researches and develops, manufactures, and sells a range of products in the health care field worldwide. It operates through three segments: Consumer Health, Pharmaceutical, and Medical Devices. The Consumer Health segment offers baby care products under the JOHNSON'S and AVEENO Baby brands; oral care products under the LISTERINE brand; skin health/beauty products under the AVEENO, CLEAN & CLEAR, DR. CI:LABO, NEUTROGENA, and OGX brands; acetaminophen products under the TYLENOL brand; cold, flu, and allergy products under the SUDAFED brand; allergy products under the BENADRYL and ZYRTEC brands; ibuprofen products under the MOTRIN IB brand; smoking cessation products under the NICORETTE brand; and acid reflux products under the PEPCID brand. This segment also provides women's health products, such as sanitary pads and tampons under the STAYFREE, CAREFREE, and o.b. brands; wound care products comprising adhesive bandages under the BAND-AID brand; and first aid products under the NEOSPORIN brand. The Pharmaceutical segment offers products in various therapeutic areas, including immunology, infectious diseases, neuroscience, oncology, pulmonary hypertension, and cardiovascular and metabolic diseases. The Medical Devices segment provides electrophysiology products to treat cardiovascular diseases and neurovascular care products to treat hemorrhagic and ischemic stroke; orthopaedics products in support of hips, knees, trauma, spine, sports, and other; advanced and general surgery solutions that focus on breast aesthetics, ear, nose, and throat procedures; and disposable contact lenses and ophthalmic products related to cataract and laser refractive surgery under the ACUVUE brand. The company markets its products to general public, and retail outlets and distributors, as well as distributes directly to wholesalers, hospitals, and health care professionals for prescription use. Johnson & Johnson was founded in 1886 and is based in New Brunswick, New Jersey.",New Brunswick,732 524 0400,NJ,United States,[],http://www.jnj.com,1,One Johnson & Johnson Plaza,Drug Manufacturers—General,157.7,158.82,152.5711,0.025237793,0.72230005,,159.895,,8566985,,157.7,162.65382,3.98,158.82,8566985,,,,4.04,1613952000.0,0.711267,,,157.36,2,USD,28.883844,6633799,,,,418354397184,,,8281535,5.0658045,157.36,159.54,,1400,6633799,173.65,15.496591,,2.62,109.16,159.2,False,0.0256,1400,159.895,NYQ,Johnson & Johnson,Johnson & Johnson,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_139677,73aa25b0-87c8-3616-a460-03cbef1b4753,us_market,,5.152,,0.17817,15.617,,,10.27,,2628679936.0,,,24.037,15223637.0,0.0058,,1609632000.0,0.69792,14714000384.0,5.51,,,6.6210423,0.00081,1672704000.0,1609632000.0,1.69,1611878400.0,2625840850.0,425483796480.0,,992390400.0,2:1,,,-0.567,1614297600.0,3.05,,0.0058,15591339.0,,,158.82,https://logo.clearbit.com/jnj.com,,
